iter	RMSE
2904	0.05235411125
2905	0.05234892818
2906	0.05234078301
2907	0.05232610643
2908	0.05230676349
2909	0.05229815013
2910	0.05229026272
2911	0.05228476092
2912	0.0522715534
2913	0.05226045912
2914	0.05225541091
2915	0.05223861036
2916	0.05223740033
2917	0.05222377569
2918	0.0522065162
2919	0.05219619821
2920	0.05217712332
2921	0.05216054702
2922	0.05215457521
2923	0.05213679585
2924	0.05212427451
2925	0.05212274633
2926	0.05210996155
2927	0.05209492213
2928	0.0520815934
2929	0.05207015509
2930	0.05205065219
2931	0.05204659845
2932	0.05204157031
2933	0.05203522256
2934	0.05203229802
2935	0.05201993285
2936	0.05201041774
2937	0.05199714321
2938	0.05199125395
2939	0.05198421248
2940	0.05197769296
2941	0.05197108101
2942	0.05196324391
2943	0.05195195494
2944	0.05194854923
2945	0.05193261685
2946	0.05191388661
2947	0.05190476702
2948	0.05189774565
2949	0.05189187092
2950	0.05187970125
2951	0.05186516735
2952	0.0518480107
2953	0.05183195625
2954	0.05181410324
2955	0.05180929463
2956	0.0518027738
2957	0.05179379751
2958	0.05178345089
2959	0.05176554035
2960	0.05175257543
2961	0.05174041374
2962	0.05172638976
2963	0.05172263829
2964	0.05170626047
2965	0.05169400605
2966	0.05168205169
2967	0.05167461699
2968	0.05166928529
2969	0.05165679617
2970	0.05164115459
2971	0.05162991382
2972	0.05162036196
2973	0.05161632958
2974	0.05160786121
2975	0.05159314755
2976	0.05158248484
2977	0.05156787266
2978	0.05155385885
2979	0.05154132371
2980	0.05153702302
2981	0.05153321977
2982	0.05153066063
2983	0.05152535999
2984	0.05151466792
2985	0.05150318742
2986	0.05149992153
2987	0.05149773153
2988	0.05148677386
2989	0.0514719839
2990	0.0514496067
2991	0.05143980348
2992	0.05143412988
2993	0.05142737991
2994	0.05141298462
2995	0.0513968208
2996	0.05138525543
2997	0.05138430875
2998	0.05136843289
2999	0.05135045578
